Cycle start time,Cycle end time,Cycle timezone,Question text,Answered yes,Notes
2023-06-08 02:07:27,2023-06-09 01:20:29,UTC+01:00,Felt recovered?,false,
2023-06-08 02:07:27,2023-06-09 01:20:29,UTC+01:00,Work from home?,false,
2023-06-08 02:07:27,2023-06-09 01:20:29,UTC+01:00,Engage in sexual activity?,false,
2023-06-08 02:07:27,2023-06-09 01:20:29,UTC+01:00,Share your bed?,false,
2023-06-08 02:07:27,2023-06-09 01:20:29,UTC+01:00,Use a steam room?,false,
2023-06-08 02:07:27,2023-06-09 01:20:29,UTC+01:00,Spend time stretching?,false,
2023-06-08 02:07:27,2023-06-09 01:20:29,UTC+01:00,Watch the sunset?,true,
2023-06-08 02:07:27,2023-06-09 01:20:29,UTC+01:00,Took a vacation day?,false,
2023-06-07 02:48:15,2023-06-08 02:07:27,UTC+01:00,Traveled on a plane,false,
2023-06-07 02:48:15,2023-06-08 02:07:27,UTC+01:00,Have any alcoholic drinks?,true,
2023-06-07 02:48:15,2023-06-08 02:07:27,UTC+01:00,Have any caffeine? ,false,
2023-06-07 02:48:15,2023-06-08 02:07:27,UTC+01:00,Feel energized throughout the day?,false,
2023-06-07 02:48:15,2023-06-08 02:07:27,UTC+01:00,Experience any irritability?,false,
2023-06-07 02:48:15,2023-06-08 02:07:27,UTC+01:00,Eat any food close to bedtime?,false,
2023-06-07 02:48:15,2023-06-08 02:07:27,UTC+01:00,Used marijuana,false,
2023-06-07 02:48:15,2023-06-08 02:07:27,UTC+01:00,Spend time outdoors?,false,
2023-06-07 02:48:15,2023-06-08 02:07:27,UTC+01:00,Felt recovered?,false,
2023-06-07 02:48:15,2023-06-08 02:07:27,UTC+01:00,Work from home?,false,
2023-06-07 02:48:15,2023-06-08 02:07:27,UTC+01:00,Engage in sexual activity?,false,
2023-06-07 02:48:15,2023-06-08 02:07:27,UTC+01:00,Share your bed?,false,
2023-06-07 02:48:15,2023-06-08 02:07:27,UTC+01:00,Use a steam room?,false,
2023-06-07 02:48:15,2023-06-08 02:07:27,UTC+01:00,Spend time stretching?,false,
2023-06-07 02:48:15,2023-06-08 02:07:27,UTC+01:00,Watch the sunset?,false,
2023-06-07 02:48:15,2023-06-08 02:07:27,UTC+01:00,Took a vacation day?,false,
2023-06-06 00:28:49,2023-06-07 02:48:15,UTC+01:00,Traveled on a plane,false,
2023-06-06 00:28:49,2023-06-07 02:48:15,UTC+01:00,Have any alcoholic drinks?,true,
2023-06-06 00:28:49,2023-06-07 02:48:15,UTC+01:00,Have any caffeine? ,false,
2023-06-06 00:28:49,2023-06-07 02:48:15,UTC+01:00,Feel energized throughout the day?,false,
2023-06-06 00:28:49,2023-06-07 02:48:15,UTC+01:00,Experience any irritability?,false,
2023-06-06 00:28:49,2023-06-07 02:48:15,UTC+01:00,Eat any food close to bedtime?,false,
2023-06-06 00:28:49,2023-06-07 02:48:15,UTC+01:00,Used marijuana,true,
2023-06-06 00:28:49,2023-06-07 02:48:15,UTC+01:00,Spend time outdoors?,true,
2023-06-06 00:28:49,2023-06-07 02:48:15,UTC+01:00,Felt recovered?,false,
2023-06-06 00:28:49,2023-06-07 02:48:15,UTC+01:00,Work from home?,false,
2023-06-06 00:28:49,2023-06-07 02:48:15,UTC+01:00,Engage in sexual activity?,false,
2023-06-06 00:28:49,2023-06-07 02:48:15,UTC+01:00,Share your bed?,false,
2023-06-06 00:28:49,2023-06-07 02:48:15,UTC+01:00,Use a steam room?,false,
2023-06-06 00:28:49,2023-06-07 02:48:15,UTC+01:00,Spend time stretching?,false,
2023-06-06 00:28:49,2023-06-07 02:48:15,UTC+01:00,Watch the sunset?,false,
2023-06-06 00:28:49,2023-06-07 02:48:15,UTC+01:00,Took a vacation day?,true,
2023-05-28 04:22:34,2023-05-29 03:33:05,UTC-04:00,Traveled on a plane,false,
2023-05-28 04:22:34,2023-05-29 03:33:05,UTC-04:00,Have any alcoholic drinks?,true,
2023-05-28 04:22:34,2023-05-29 03:33:05,UTC-04:00,Have any caffeine? ,true,
2023-05-28 04:22:34,2023-05-29 03:33:05,UTC-04:00,Feel energized throughout the day?,false,
2023-05-28 04:22:34,2023-05-29 03:33:05,UTC-04:00,Experience any irritability?,false,
2023-05-28 04:22:34,2023-05-29 03:33:05,UTC-04:00,Eat any food close to bedtime?,false,
2023-05-28 04:22:34,2023-05-29 03:33:05,UTC-04:00,Used marijuana,true,
2023-05-28 04:22:34,2023-05-29 03:33:05,UTC-04:00,Spend time outdoors?,false,
2023-05-28 04:22:34,2023-05-29 03:33:05,UTC-04:00,Felt recovered?,false,
2023-05-28 04:22:34,2023-05-29 03:33:05,UTC-04:00,Work from home?,false,
2023-05-28 04:22:34,2023-05-29 03:33:05,UTC-04:00,Engage in sexual activity?,false,
2023-05-28 04:22:34,2023-05-29 03:33:05,UTC-04:00,Share your bed?,false,
2023-05-28 04:22:34,2023-05-29 03:33:05,UTC-04:00,Use a steam room?,false,
2023-05-28 04:22:34,2023-05-29 03:33:05,UTC-04:00,Spend time stretching?,false,
2023-05-28 04:22:34,2023-05-29 03:33:05,UTC-04:00,Watch the sunset?,false,
2023-05-28 04:22:34,2023-05-29 03:33:05,UTC-04:00,Took a vacation day?,false,
2023-05-27 03:46:59,2023-05-28 04:22:34,UTC-04:00,Traveled on a plane,false,
2023-05-27 03:46:59,2023-05-28 04:22:34,UTC-04:00,Have any alcoholic drinks?,true,
2023-05-27 03:46:59,2023-05-28 04:22:34,UTC-04:00,Have any caffeine? ,false,
2023-05-27 03:46:59,2023-05-28 04:22:34,UTC-04:00,Feel energized throughout the day?,false,
2023-05-27 03:46:59,2023-05-28 04:22:34,UTC-04:00,Experience any irritability?,false,
2023-05-27 03:46:59,2023-05-28 04:22:34,UTC-04:00,Eat any food close to bedtime?,false,
2023-05-27 03:46:59,2023-05-28 04:22:34,UTC-04:00,Used marijuana,false,
2023-05-27 03:46:59,2023-05-28 04:22:34,UTC-04:00,Spend time outdoors?,false,
2023-05-27 03:46:59,2023-05-28 04:22:34,UTC-04:00,Felt recovered?,false,
2023-05-27 03:46:59,2023-05-28 04:22:34,UTC-04:00,Work from home?,false,
2023-05-27 03:46:59,2023-05-28 04:22:34,UTC-04:00,Engage in sexual activity?,false,
2023-05-27 03:46:59,2023-05-28 04:22:34,UTC-04:00,Share your bed?,true,
2023-05-27 03:46:59,2023-05-28 04:22:34,UTC-04:00,Use a steam room?,false,
2023-05-27 03:46:59,2023-05-28 04:22:34,UTC-04:00,Spend time stretching?,false,
2023-05-27 03:46:59,2023-05-28 04:22:34,UTC-04:00,Watch the sunset?,false,
2023-05-27 03:46:59,2023-05-28 04:22:34,UTC-04:00,Took a vacation day?,false,
2023-05-26 05:08:10,2023-05-27 03:46:59,UTC-04:00,Traveled on a plane,false,
2023-05-26 05:08:10,2023-05-27 03:46:59,UTC-04:00,Have any alcoholic drinks?,true,
2023-05-26 05:08:10,2023-05-27 03:46:59,UTC-04:00,Have any caffeine? ,false,
2023-05-26 05:08:10,2023-05-27 03:46:59,UTC-04:00,Feel energized throughout the day?,false,
2023-05-26 05:08:10,2023-05-27 03:46:59,UTC-04:00,Experience any irritability?,false,
2023-05-26 05:08:10,2023-05-27 03:46:59,UTC-04:00,Eat any food close to bedtime?,false,
2023-05-26 05:08:10,2023-05-27 03:46:59,UTC-04:00,Used marijuana,true,
2023-05-26 05:08:10,2023-05-27 03:46:59,UTC-04:00,Spend time outdoors?,false,
2023-05-26 05:08:10,2023-05-27 03:46:59,UTC-04:00,Felt recovered?,false,
2023-05-26 05:08:10,2023-05-27 03:46:59,UTC-04:00,Work from home?,false,
2023-05-26 05:08:10,2023-05-27 03:46:59,UTC-04:00,Engage in sexual activity?,false,
2023-05-26 05:08:10,2023-05-27 03:46:59,UTC-04:00,Share your bed?,true,
2023-05-26 05:08:10,2023-05-27 03:46:59,UTC-04:00,Use a steam room?,false,
2023-05-26 05:08:10,2023-05-27 03:46:59,UTC-04:00,Spend time stretching?,false,
2023-05-26 05:08:10,2023-05-27 03:46:59,UTC-04:00,Watch the sunset?,false,
2023-05-26 05:08:10,2023-05-27 03:46:59,UTC-04:00,Took a vacation day?,false,
2023-05-23 00:46:18,2023-05-25 00:00:00,UTC-04:00,Traveled on a plane,false,
2023-05-23 00:46:18,2023-05-25 00:00:00,UTC-04:00,Have any alcoholic drinks?,false,
2023-05-23 00:46:18,2023-05-25 00:00:00,UTC-04:00,Have any caffeine? ,false,
2023-05-23 00:46:18,2023-05-25 00:00:00,UTC-04:00,Feel energized throughout the day?,false,
2023-05-23 00:46:18,2023-05-25 00:00:00,UTC-04:00,Experience any irritability?,false,
2023-05-23 00:46:18,2023-05-25 00:00:00,UTC-04:00,Eat any food close to bedtime?,false,
2023-05-23 00:46:18,2023-05-25 00:00:00,UTC-04:00,Used marijuana,true,
2023-05-23 00:46:18,2023-05-25 00:00:00,UTC-04:00,Spend time outdoors?,false,
2023-05-23 00:46:18,2023-05-25 00:00:00,UTC-04:00,Felt recovered?,false,
2023-05-23 00:46:18,2023-05-25 00:00:00,UTC-04:00,Work from home?,false,
2023-05-23 00:46:18,2023-05-25 00:00:00,UTC-04:00,Engage in sexual activity?,false,
2023-05-23 00:46:18,2023-05-25 00:00:00,UTC-04:00,Share your bed?,true,
2023-05-23 00:46:18,2023-05-25 00:00:00,UTC-04:00,Use a steam room?,false,
2023-05-23 00:46:18,2023-05-25 00:00:00,UTC-04:00,Spend time stretching?,false,
2023-05-23 00:46:18,2023-05-25 00:00:00,UTC-04:00,Watch the sunset?,false,
2023-05-23 00:46:18,2023-05-25 00:00:00,UTC-04:00,Took a vacation day?,false,
2023-05-22 02:21:56,2023-05-23 00:46:18,UTC-04:00,Traveled on a plane,false,
2023-05-22 02:21:56,2023-05-23 00:46:18,UTC-04:00,Have any alcoholic drinks?,true,
2023-05-22 02:21:56,2023-05-23 00:46:18,UTC-04:00,Have any caffeine? ,false,
2023-05-22 02:21:56,2023-05-23 00:46:18,UTC-04:00,Feel energized throughout the day?,false,
2023-05-22 02:21:56,2023-05-23 00:46:18,UTC-04:00,Experience any irritability?,false,
2023-05-22 02:21:56,2023-05-23 00:46:18,UTC-04:00,Eat any food close to bedtime?,false,
2023-05-22 02:21:56,2023-05-23 00:46:18,UTC-04:00,Used marijuana,true,
2023-05-22 02:21:56,2023-05-23 00:46:18,UTC-04:00,Spend time outdoors?,false,
2023-05-22 02:21:56,2023-05-23 00:46:18,UTC-04:00,Felt recovered?,false,
2023-05-22 02:21:56,2023-05-23 00:46:18,UTC-04:00,Work from home?,false,
2023-05-22 02:21:56,2023-05-23 00:46:18,UTC-04:00,Engage in sexual activity?,false,
2023-05-22 02:21:56,2023-05-23 00:46:18,UTC-04:00,Share your bed?,true,
2023-05-22 02:21:56,2023-05-23 00:46:18,UTC-04:00,Use a steam room?,false,
2023-05-22 02:21:56,2023-05-23 00:46:18,UTC-04:00,Spend time stretching?,false,
2023-05-22 02:21:56,2023-05-23 00:46:18,UTC-04:00,Watch the sunset?,false,
2023-05-22 02:21:56,2023-05-23 00:46:18,UTC-04:00,Took a vacation day?,false,
2023-05-21 05:45:42,2023-05-22 02:21:56,UTC-04:00,Traveled on a plane,false,
2023-05-21 05:45:42,2023-05-22 02:21:56,UTC-04:00,Have any alcoholic drinks?,true,
2023-05-21 05:45:42,2023-05-22 02:21:56,UTC-04:00,Have any caffeine? ,true,
2023-05-21 05:45:42,2023-05-22 02:21:56,UTC-04:00,Feel energized throughout the day?,false,
2023-05-21 05:45:42,2023-05-22 02:21:56,UTC-04:00,Experience any irritability?,false,
2023-05-21 05:45:42,2023-05-22 02:21:56,UTC-04:00,Eat any food close to bedtime?,false,
2023-05-21 05:45:42,2023-05-22 02:21:56,UTC-04:00,Used marijuana,true,
2023-05-21 05:45:42,2023-05-22 02:21:56,UTC-04:00,Spend time outdoors?,false,
2023-05-21 05:45:42,2023-05-22 02:21:56,UTC-04:00,Felt recovered?,false,
2023-05-21 05:45:42,2023-05-22 02:21:56,UTC-04:00,Work from home?,false,
2023-05-21 05:45:42,2023-05-22 02:21:56,UTC-04:00,Engage in sexual activity?,false,
2023-05-21 05:45:42,2023-05-22 02:21:56,UTC-04:00,Share your bed?,true,
2023-05-21 05:45:42,2023-05-22 02:21:56,UTC-04:00,Use a steam room?,false,
2023-05-21 05:45:42,2023-05-22 02:21:56,UTC-04:00,Spend time stretching?,false,
2023-05-21 05:45:42,2023-05-22 02:21:56,UTC-04:00,Watch the sunset?,false,
2023-05-21 05:45:42,2023-05-22 02:21:56,UTC-04:00,Took a vacation day?,false,
2023-05-20 00:48:38,2023-05-21 05:45:42,UTC-04:00,Traveled on a plane,false,
2023-05-20 00:48:38,2023-05-21 05:45:42,UTC-04:00,Have any alcoholic drinks?,true,
2023-05-20 00:48:38,2023-05-21 05:45:42,UTC-04:00,Have any caffeine? ,true,
2023-05-20 00:48:38,2023-05-21 05:45:42,UTC-04:00,Feel energized throughout the day?,false,
2023-05-20 00:48:38,2023-05-21 05:45:42,UTC-04:00,Experience any irritability?,false,
2023-05-20 00:48:38,2023-05-21 05:45:42,UTC-04:00,Eat any food close to bedtime?,false,
2023-05-20 00:48:38,2023-05-21 05:45:42,UTC-04:00,Used marijuana,true,
2023-05-20 00:48:38,2023-05-21 05:45:42,UTC-04:00,Spend time outdoors?,false,
2023-05-20 00:48:38,2023-05-21 05:45:42,UTC-04:00,Felt recovered?,false,
2023-05-20 00:48:38,2023-05-21 05:45:42,UTC-04:00,Work from home?,false,
2023-05-20 00:48:38,2023-05-21 05:45:42,UTC-04:00,Engage in sexual activity?,false,
2023-05-20 00:48:38,2023-05-21 05:45:42,UTC-04:00,Share your bed?,true,
2023-05-20 00:48:38,2023-05-21 05:45:42,UTC-04:00,Use a steam room?,false,
2023-05-20 00:48:38,2023-05-21 05:45:42,UTC-04:00,Spend time stretching?,false,
2023-05-20 00:48:38,2023-05-21 05:45:42,UTC-04:00,Watch the sunset?,false,
2023-05-20 00:48:38,2023-05-21 05:45:42,UTC-04:00,Took a vacation day?,false,
2023-05-19 01:27:02,2023-05-20 00:48:38,UTC-04:00,Traveled on a plane,false,
2023-05-19 01:27:02,2023-05-20 00:48:38,UTC-04:00,Have any alcoholic drinks?,true,
2023-05-19 01:27:02,2023-05-20 00:48:38,UTC-04:00,Have any caffeine? ,true,
2023-05-19 01:27:02,2023-05-20 00:48:38,UTC-04:00,Feel energized throughout the day?,false,
2023-05-19 01:27:02,2023-05-20 00:48:38,UTC-04:00,Experience any irritability?,false,
2023-05-19 01:27:02,2023-05-20 00:48:38,UTC-04:00,Eat any food close to bedtime?,false,
2023-05-19 01:27:02,2023-05-20 00:48:38,UTC-04:00,Used marijuana,true,
2023-05-19 01:27:02,2023-05-20 00:48:38,UTC-04:00,Spend time outdoors?,true,
2023-05-19 01:27:02,2023-05-20 00:48:38,UTC-04:00,Felt recovered?,false,
2023-05-19 01:27:02,2023-05-20 00:48:38,UTC-04:00,Work from home?,false,
2023-05-19 01:27:02,2023-05-20 00:48:38,UTC-04:00,Engage in sexual activity?,false,
2023-05-19 01:27:02,2023-05-20 00:48:38,UTC-04:00,Share your bed?,true,
2023-05-19 01:27:02,2023-05-20 00:48:38,UTC-04:00,Use a steam room?,false,
2023-05-19 01:27:02,2023-05-20 00:48:38,UTC-04:00,Spend time stretching?,false,
2023-05-19 01:27:02,2023-05-20 00:48:38,UTC-04:00,Watch the sunset?,false,
2023-05-19 01:27:02,2023-05-20 00:48:38,UTC-04:00,Took a vacation day?,false,
2023-05-18 00:00:41,2023-05-19 01:27:02,UTC-04:00,Traveled on a plane,false,
2023-05-18 00:00:41,2023-05-19 01:27:02,UTC-04:00,Have any alcoholic drinks?,false,
2023-05-18 00:00:41,2023-05-19 01:27:02,UTC-04:00,Have any caffeine? ,false,
2023-05-18 00:00:41,2023-05-19 01:27:02,UTC-04:00,Feel energized throughout the day?,false,
2023-05-18 00:00:41,2023-05-19 01:27:02,UTC-04:00,Experience any irritability?,false,
2023-05-18 00:00:41,2023-05-19 01:27:02,UTC-04:00,Eat any food close to bedtime?,false,
2023-05-18 00:00:41,2023-05-19 01:27:02,UTC-04:00,Used marijuana,true,
2023-05-18 00:00:41,2023-05-19 01:27:02,UTC-04:00,Spend time outdoors?,false,
2023-05-18 00:00:41,2023-05-19 01:27:02,UTC-04:00,Felt recovered?,false,
2023-05-18 00:00:41,2023-05-19 01:27:02,UTC-04:00,Work from home?,false,
2023-05-18 00:00:41,2023-05-19 01:27:02,UTC-04:00,Engage in sexual activity?,false,
2023-05-18 00:00:41,2023-05-19 01:27:02,UTC-04:00,Share your bed?,true,
2023-05-18 00:00:41,2023-05-19 01:27:02,UTC-04:00,Use a steam room?,false,
2023-05-18 00:00:41,2023-05-19 01:27:02,UTC-04:00,Spend time stretching?,false,
2023-05-18 00:00:41,2023-05-19 01:27:02,UTC-04:00,Watch the sunset?,false,
2023-05-18 00:00:41,2023-05-19 01:27:02,UTC-04:00,Took a vacation day?,false,
2023-05-17 01:23:19,2023-05-18 00:00:41,UTC-04:00,Traveled on a plane,false,
2023-05-17 01:23:19,2023-05-18 00:00:41,UTC-04:00,Have any alcoholic drinks?,false,
2023-05-17 01:23:19,2023-05-18 00:00:41,UTC-04:00,Have any caffeine? ,false,
2023-05-17 01:23:19,2023-05-18 00:00:41,UTC-04:00,Feel energized throughout the day?,false,
2023-05-17 01:23:19,2023-05-18 00:00:41,UTC-04:00,Experience any irritability?,false,
2023-05-17 01:23:19,2023-05-18 00:00:41,UTC-04:00,Eat any food close to bedtime?,false,
2023-05-17 01:23:19,2023-05-18 00:00:41,UTC-04:00,Used marijuana,true,
2023-05-17 01:23:19,2023-05-18 00:00:41,UTC-04:00,Spend time outdoors?,false,
2023-05-17 01:23:19,2023-05-18 00:00:41,UTC-04:00,Felt recovered?,false,
2023-05-17 01:23:19,2023-05-18 00:00:41,UTC-04:00,Work from home?,false,
2023-05-17 01:23:19,2023-05-18 00:00:41,UTC-04:00,Engage in sexual activity?,false,
2023-05-17 01:23:19,2023-05-18 00:00:41,UTC-04:00,Share your bed?,true,
2023-05-17 01:23:19,2023-05-18 00:00:41,UTC-04:00,Use a steam room?,false,
2023-05-17 01:23:19,2023-05-18 00:00:41,UTC-04:00,Spend time stretching?,false,
2023-05-17 01:23:19,2023-05-18 00:00:41,UTC-04:00,Watch the sunset?,false,
2023-05-17 01:23:19,2023-05-18 00:00:41,UTC-04:00,Took a vacation day?,false,
2023-05-16 04:27:43,2023-05-17 01:23:19,UTC-04:00,Traveled on a plane,false,
2023-05-16 04:27:43,2023-05-17 01:23:19,UTC-04:00,Have any alcoholic drinks?,false,
2023-05-16 04:27:43,2023-05-17 01:23:19,UTC-04:00,Have any caffeine? ,true,
2023-05-16 04:27:43,2023-05-17 01:23:19,UTC-04:00,Feel energized throughout the day?,false,
2023-05-16 04:27:43,2023-05-17 01:23:19,UTC-04:00,Experience any irritability?,false,
2023-05-16 04:27:43,2023-05-17 01:23:19,UTC-04:00,Eat any food close to bedtime?,false,
2023-05-16 04:27:43,2023-05-17 01:23:19,UTC-04:00,Used marijuana,true,
2023-05-16 04:27:43,2023-05-17 01:23:19,UTC-04:00,Spend time outdoors?,false,
2023-05-16 04:27:43,2023-05-17 01:23:19,UTC-04:00,Felt recovered?,false,
2023-05-16 04:27:43,2023-05-17 01:23:19,UTC-04:00,Work from home?,false,
2023-05-16 04:27:43,2023-05-17 01:23:19,UTC-04:00,Engage in sexual activity?,true,
2023-05-16 04:27:43,2023-05-17 01:23:19,UTC-04:00,Share your bed?,true,
2023-05-16 04:27:43,2023-05-17 01:23:19,UTC-04:00,Use a steam room?,false,
2023-05-16 04:27:43,2023-05-17 01:23:19,UTC-04:00,Spend time stretching?,false,
2023-05-16 04:27:43,2023-05-17 01:23:19,UTC-04:00,Watch the sunset?,false,
2023-05-16 04:27:43,2023-05-17 01:23:19,UTC-04:00,Took a vacation day?,false,
2023-05-15 02:47:16,2023-05-16 04:27:43,UTC-04:00,Traveled on a plane,false,
2023-05-15 02:47:16,2023-05-16 04:27:43,UTC-04:00,Have any alcoholic drinks?,false,
2023-05-15 02:47:16,2023-05-16 04:27:43,UTC-04:00,Have any caffeine? ,true,
2023-05-15 02:47:16,2023-05-16 04:27:43,UTC-04:00,Feel energized throughout the day?,false,
2023-05-15 02:47:16,2023-05-16 04:27:43,UTC-04:00,Experience any irritability?,false,
2023-05-15 02:47:16,2023-05-16 04:27:43,UTC-04:00,Eat any food close to bedtime?,true,
2023-05-15 02:47:16,2023-05-16 04:27:43,UTC-04:00,Used marijuana,true,
2023-05-15 02:47:16,2023-05-16 04:27:43,UTC-04:00,Spend time outdoors?,true,
2023-05-15 02:47:16,2023-05-16 04:27:43,UTC-04:00,Felt recovered?,false,
2023-05-15 02:47:16,2023-05-16 04:27:43,UTC-04:00,Work from home?,false,
2023-05-15 02:47:16,2023-05-16 04:27:43,UTC-04:00,Engage in sexual activity?,false,
2023-05-15 02:47:16,2023-05-16 04:27:43,UTC-04:00,Share your bed?,true,
2023-05-15 02:47:16,2023-05-16 04:27:43,UTC-04:00,Use a steam room?,false,
2023-05-15 02:47:16,2023-05-16 04:27:43,UTC-04:00,Spend time stretching?,false,
2023-05-15 02:47:16,2023-05-16 04:27:43,UTC-04:00,Watch the sunset?,false,
2023-05-15 02:47:16,2023-05-16 04:27:43,UTC-04:00,Took a vacation day?,false,
2023-05-14 02:42:53,2023-05-15 02:47:16,UTC-04:00,Traveled on a plane,false,
2023-05-14 02:42:53,2023-05-15 02:47:16,UTC-04:00,Have any alcoholic drinks?,true,
2023-05-14 02:42:53,2023-05-15 02:47:16,UTC-04:00,Have any caffeine? ,true,
2023-05-14 02:42:53,2023-05-15 02:47:16,UTC-04:00,Feel energized throughout the day?,true,
2023-05-14 02:42:53,2023-05-15 02:47:16,UTC-04:00,Experience any irritability?,false,
2023-05-14 02:42:53,2023-05-15 02:47:16,UTC-04:00,Eat any food close to bedtime?,false,
2023-05-14 02:42:53,2023-05-15 02:47:16,UTC-04:00,Used marijuana,true,
2023-05-14 02:42:53,2023-05-15 02:47:16,UTC-04:00,Spend time outdoors?,false,
2023-05-14 02:42:53,2023-05-15 02:47:16,UTC-04:00,Felt recovered?,false,
2023-05-14 02:42:53,2023-05-15 02:47:16,UTC-04:00,Work from home?,false,
2023-05-14 02:42:53,2023-05-15 02:47:16,UTC-04:00,Engage in sexual activity?,false,
2023-05-14 02:42:53,2023-05-15 02:47:16,UTC-04:00,Share your bed?,true,
2023-05-14 02:42:53,2023-05-15 02:47:16,UTC-04:00,Use a steam room?,false,
2023-05-14 02:42:53,2023-05-15 02:47:16,UTC-04:00,Spend time stretching?,false,
2023-05-14 02:42:53,2023-05-15 02:47:16,UTC-04:00,Watch the sunset?,false,
2023-05-14 02:42:53,2023-05-15 02:47:16,UTC-04:00,Took a vacation day?,false,
2023-05-13 05:05:37,2023-05-14 02:42:53,UTC-04:00,Traveled on a plane,false,
2023-05-13 05:05:37,2023-05-14 02:42:53,UTC-04:00,Have any alcoholic drinks?,false,
2023-05-13 05:05:37,2023-05-14 02:42:53,UTC-04:00,Have any caffeine? ,false,
2023-05-13 05:05:37,2023-05-14 02:42:53,UTC-04:00,Feel energized throughout the day?,false,
2023-05-13 05:05:37,2023-05-14 02:42:53,UTC-04:00,Experience any irritability?,false,
2023-05-13 05:05:37,2023-05-14 02:42:53,UTC-04:00,Eat any food close to bedtime?,true,
2023-05-13 05:05:37,2023-05-14 02:42:53,UTC-04:00,Used marijuana,true,
2023-05-13 05:05:37,2023-05-14 02:42:53,UTC-04:00,Spend time outdoors?,false,
2023-05-13 05:05:37,2023-05-14 02:42:53,UTC-04:00,Felt recovered?,false,
2023-05-13 05:05:37,2023-05-14 02:42:53,UTC-04:00,Work from home?,false,
2023-05-13 05:05:37,2023-05-14 02:42:53,UTC-04:00,Engage in sexual activity?,true,
2023-05-13 05:05:37,2023-05-14 02:42:53,UTC-04:00,Share your bed?,true,
2023-05-13 05:05:37,2023-05-14 02:42:53,UTC-04:00,Use a steam room?,false,
2023-05-13 05:05:37,2023-05-14 02:42:53,UTC-04:00,Spend time stretching?,false,
2023-05-13 05:05:37,2023-05-14 02:42:53,UTC-04:00,Watch the sunset?,false,
2023-05-13 05:05:37,2023-05-14 02:42:53,UTC-04:00,Took a vacation day?,false,
2023-05-02 04:20:20,2023-05-03 01:58:34,UTC-04:00,Traveled on a plane,false,
2023-05-02 04:20:20,2023-05-03 01:58:34,UTC-04:00,Have any alcoholic drinks?,false,
2023-05-02 04:20:20,2023-05-03 01:58:34,UTC-04:00,Have any caffeine? ,true,
2023-05-02 04:20:20,2023-05-03 01:58:34,UTC-04:00,Feel energized throughout the day?,false,
2023-05-02 04:20:20,2023-05-03 01:58:34,UTC-04:00,Experience any irritability?,false,
2023-05-02 04:20:20,2023-05-03 01:58:34,UTC-04:00,Eat any food close to bedtime?,false,
2023-05-02 04:20:20,2023-05-03 01:58:34,UTC-04:00,Used marijuana,true,
2023-05-02 04:20:20,2023-05-03 01:58:34,UTC-04:00,Spend time outdoors?,false,
2023-05-02 04:20:20,2023-05-03 01:58:34,UTC-04:00,Felt recovered?,false,
2023-05-02 04:20:20,2023-05-03 01:58:34,UTC-04:00,Work from home?,false,
2023-05-02 04:20:20,2023-05-03 01:58:34,UTC-04:00,Engage in sexual activity?,true,
2023-05-02 04:20:20,2023-05-03 01:58:34,UTC-04:00,Share your bed?,true,
2023-05-02 04:20:20,2023-05-03 01:58:34,UTC-04:00,Use a steam room?,false,
2023-05-02 04:20:20,2023-05-03 01:58:34,UTC-04:00,Spend time stretching?,false,
2023-05-02 04:20:20,2023-05-03 01:58:34,UTC-04:00,Watch the sunset?,false,
2023-05-02 04:20:20,2023-05-03 01:58:34,UTC-04:00,Took a vacation day?,false,
2023-04-28 04:37:13,2023-04-29 04:37:13,UTC-04:00,Traveled on a plane,false,
2023-04-28 04:37:13,2023-04-29 04:37:13,UTC-04:00,Have any alcoholic drinks?,false,
2023-04-28 04:37:13,2023-04-29 04:37:13,UTC-04:00,Have any caffeine? ,true,
2023-04-28 04:37:13,2023-04-29 04:37:13,UTC-04:00,Feel energized throughout the day?,false,
2023-04-28 04:37:13,2023-04-29 04:37:13,UTC-04:00,Experience any irritability?,false,
2023-04-28 04:37:13,2023-04-29 04:37:13,UTC-04:00,Eat any food close to bedtime?,false,
2023-04-28 04:37:13,2023-04-29 04:37:13,UTC-04:00,Used marijuana,true,
2023-04-28 04:37:13,2023-04-29 04:37:13,UTC-04:00,Spend time outdoors?,false,
2023-04-28 04:37:13,2023-04-29 04:37:13,UTC-04:00,Felt recovered?,false,
2023-04-28 04:37:13,2023-04-29 04:37:13,UTC-04:00,Work from home?,false,
2023-04-28 04:37:13,2023-04-29 04:37:13,UTC-04:00,Engage in sexual activity?,true,
2023-04-28 04:37:13,2023-04-29 04:37:13,UTC-04:00,Share your bed?,true,
2023-04-28 04:37:13,2023-04-29 04:37:13,UTC-04:00,Use a steam room?,false,
2023-04-28 04:37:13,2023-04-29 04:37:13,UTC-04:00,Spend time stretching?,false,
2023-04-28 04:37:13,2023-04-29 04:37:13,UTC-04:00,Watch the sunset?,false,
2023-04-28 04:37:13,2023-04-29 04:37:13,UTC-04:00,Took a vacation day?,false,
2023-04-24 01:33:06,2023-04-25 02:08:27,UTC-04:00,Traveled on a plane,false,
2023-04-24 01:33:06,2023-04-25 02:08:27,UTC-04:00,Have any alcoholic drinks?,false,
2023-04-24 01:33:06,2023-04-25 02:08:27,UTC-04:00,Have any caffeine? ,false,
2023-04-24 01:33:06,2023-04-25 02:08:27,UTC-04:00,Feel energized throughout the day?,false,
2023-04-24 01:33:06,2023-04-25 02:08:27,UTC-04:00,Experience any irritability?,false,
